ID,Package Label,Distru Product,Status,Metrc Status,Assembling Quantity,Available Quantity,Quantity,Unit Type,Unit Cost (Actual),Unit Cost (Default),Total Cost (Actual),Total Cost (Default),License Number,Location,Metrc Location,Lab Testing State,Lab Testing Updated Date,Is Test Sample,Is Trade Sample,THC %,THC mg/g,THC mg/mL,Total THC %,Total THC mg/g,Total THC mg/mL,CBD %,CBD mg/g,CBD mg/mL,Total CBD %,Total CBD mg/g,Total CBD mg/mL,Metrc Production Batch Number,Distru Batch Number,Description,Category,Subcategory,Created in Distru At (UTC),Packaged Date,Lot Number,Package Date,Production Strain,I/H/S/LO,Total THC mg - .5g Concentrate,Total THC mg - 1g Concentrate,Total THC mg/unit,Total THC mg/2 pack,Total THC mg/4 Pack,Total THC mg/10 Pack,Total THC mg/Package,Total THC mg/g,Protab/Hashtab,Production Flavor,Trim Strain,3rd Party Batch Number,Total THC mg/100 Pack,Total THC mg/50 Pack,STRAIN,Expiration Date,Harvest Batch,Bins,Metrc Item,Harvest Date
22916334,1A4040300002329000048183,Vybz - 1g - Pre-roll - Tropicana Acai,active,active,0,50,50,ea,0.16,0.16,8.00,8.00,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-02-16,No,No,0.46,4.6,,21.862,218.62,,0,0,,0,0,,,260108-H234.5_Tropicana Acai Lot 3,,Pre-rolled cigs/joints,1g Pre-Roll,2026-02-26 15:31:33.363934Z,2026-02-26,,02/25/2026,,,,,,,,,,,,,,,,,,,,,Vybz - 1g - Pre-roll - Tropicana Acai,2026-01-08
22785637,1A4040300002329000047987,SRENE - 1/2 Ounce - Stripper Glitter,active,active,0,700,700,g,0.03,0.03,18.39,20.62,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,RetestPassed,2026-02-17,No,No,0.41,4.1,,21.21,212.1,,0,0,,0.06,0.6,,,251218-H232.3_Stripper Glitter Lot 4,,Marijuana Flowers/Buds-Packaged,14g Mylar,2026-02-20 20:32:57.939950Z,2026-02-20,,02/20/2026,,,,,,,,,,,,,,,,,,,,,SRENE - 1/2 Ounce - Stripper Glitter,2025-12-18
22785638,1A4040300002329000047988,SRENE - 1/2 Ounce - Stripper Glitter,active,active,0,700,700,g,0.03,0.03,18.39,20.62,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,RetestPassed,2026-02-17,No,No,0.41,4.1,,21.21,212.1,,0,0,,0.06,0.6,,,251218-H232.3_Stripper Glitter Lot 4,,Marijuana Flowers/Buds-Packaged,14g Mylar,2026-02-20 20:32:57.939950Z,2026-02-20,,02/20/2026,,,,,,,,,,,,,,,,,,,,,SRENE - 1/2 Ounce - Stripper Glitter,2025-12-18
22837485,1A4040300002329000046109,Trim - Tropicana Acai,active,active,0,172,172,g,,,,,17334914845519714402,Packaging - Cultivation,Packaging - Cultivation,TestPassed,2026-02-16,No,No,0.46,4.6,,21.862,218.62,,0,0,,0,0,,,260108-H234.5_Tropicana Acai Lot 3,,Shake/Trim,Bulk Shake/Trim,2026-02-24 14:56:42.269341Z,2026-02-24,,,,,,,,,,,,,,,,,,,,,,,Trim - Tropicana Acai,2026-01-08
22779103,1A4040300002329000046106,SRENE - Strange Haze #8 - Pre Roll - .7g - 5 Pack,active,active,0,95,95,ea,0.76,1.54,72.57,146.70,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,RetestPassed,2026-01-29,No,No,2.15,21.5,,25.88,258.8,,0,0,,0.07,0.7,,,251126-H230.1_Strange Haze #8 Lot 4,,Pre-rolled cigs/joints,5pk Pre-Roll,2026-02-20 18:31:03.184220Z,2026-02-20,,02/20/2026,,,,,,,,,,,,,,,,,,,,,SRENE - Strange Haze #8 - Pre Roll - .7g - 5 Pack,2025-11-26
22866695,1A4040300002329000042834,Bud - Rose Sorbet,active,active,0,2256.94,2256.94,g,,,,,17334914845519714402,Cure Vault #1,Cure Vault #1,TestPassed,2026-03-02,No,No,0.315,3.15,,29.521,295.21,,0,0,,0.086,0.86,,,260120-H235.6_Rosé Sorbet Lot 2,,Marijuana Flowers/Buds,Bulk Flower,2026-02-24 22:34:58.968912Z,2026-02-24,,,,,,,,,,,,,,,,,,,,,260120-H235.6_Rosé Sorbet,,Bud - Rosé Sorbet,2026-01-20
22778643,1A404030000232A000054088,Satellite Syrup - Distillate,active,active,0,991,991,g,0.05,,50.67,,08542800532746610043,Production,Production,TestPassed,2026-02-23,No,No,81.25,812.5,,81.61,816.1,,0,0,,0,0,,P-7.263,,,Non-Solvent Based Concentrate,Formulated Distillate,2026-02-20 18:24:19.684328Z,2026-02-20,,,,,,,,,,,,,,,,,,,,,,,Satellite Syrup - Distillate,2024-10-04
22725163,1A4040300002329000042794,Bud - Sin City Funk,active,active,0,2256.48,2256.48,g,,,,,17334914845519714402,Cure Vault #1,Cure Vault #1,TestPassed,2026-02-24,No,No,0.25,2.5,,30.514,305.14,,0,0,,0.085,0.85,,,260120-H235.6_Sin City Funk Lot 3,,Marijuana Flowers/Buds,Bulk Flower,2026-02-19 15:48:19.726912Z,2026-02-18,,,,,,,,,,,,,,,,,,,,,260120-H235.6_Sin City Funk,,Bud - Sin City Funk,2026-01-20
22725211,1A4040300002329000042820,Trim - BioFuel,active,active,0,6476.66,6476.66,g,,,,,17334914845519714402,Cure Vault #1,Cure Vault #1,TestPassed,2026-02-24,No,No,0.31,3.1,,28.613,286.13,,0,0,,0.068,0.68,,,260120-H235.6_BioFuel Lot 4,,Shake/Trim,Bulk Shake/Trim,2026-02-19 15:49:23.871244Z,2026-02-18,,,,,,,,,,,,,,,,,,,,,260120-H235.6_BioFuel,,Trim - BioFuel,2026-01-20
22725220,1A4040300002329000042824,Bud - DayStripper,active,active,2205,51.29,2256.29,g,,,,,17334914845519714402,Cure Vault #1,Cure Vault #1,TestPassed,2026-02-24,No,No,0.72,7.2,,27.223,272.23,,0,0,,0.053,0.53,,,260129-H236.1_DayStripper Lot 2,,Marijuana Flowers/Buds,Bulk Flower,2026-02-19 15:49:55.523453Z,2026-02-19,,,,,,,,,,,,,,,,,,,,,260129-H236.1_DayStripper,,Bud - DayStripper,2026-01-29
22725219,1A4040300002329000042830,Trim - DayStripper,active,active,0,3504.62,3504.62,g,,,,,17334914845519714402,Cure Vault #1,Cure Vault #1,TestPassed,2026-02-24,No,No,0.598,5.98,,25.264,252.64,,0,0,,0.068,0.68,,,260129-H236.1_DayStripper Lot 5,,Shake/Trim,Bulk Shake/Trim,2026-02-19 15:49:55.523453Z,2026-02-19,,,,,,,,,,,,,,,,,,,,,260129-H236.1_DayStripper,,Trim - DayStripper,2026-01-29
22777869,1A4040300002329000046103,SRENE - 1/2 Ounce - Stripper Glitter,active,active,0,392,392,g,0.03,0.03,10.30,11.54,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,RetestPassed,2026-02-17,No,No,0.41,4.1,,21.21,212.1,,0,0,,0.06,0.6,,,251218-H232.3_Stripper Glitter Lot 4,,Marijuana Flowers/Buds-Packaged,14g Mylar,2026-02-20 17:58:14.954641Z,2026-02-20,,02/20/2026,,,,,,,,,,,,,,,,,,,,,SRENE - 1/2 Ounce - Stripper Glitter,2025-12-18
22866703,1A4040300002329000042842,Bud - Limesicle,active,active,0,2256.31,2256.31,g,,,,,17334914845519714402,Cure Vault #1,Cure Vault #1,TestPassed,2026-03-02,No,No,0.871,8.71,,26.971,269.71,,0,0,,0.056,0.56,,,260129-H236.1_Limesicle Lot 2,,Marijuana Flowers/Buds,Bulk Flower,2026-02-24 22:35:17.061946Z,2026-02-24,,,,,,,,,,,,,,,,,,,,,260129-H236.1_Limesicle,,Bud - Limesicle,2026-01-29
22576341,1A4040300002329000046069,SRENE - Rose Sorbet - Pre Roll - .7g - 5 Pack,active,active,0,81,81,ea,0.76,1.55,61.29,125.19,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-01-30,No,No,0.542,5.42,,25.2418,252.418,,0,0,,0.0403,0.403,,,251229-H233.4_Rosé Sorbet Lot 4,,Pre-rolled cigs/joints,5pk Pre-Roll,2026-02-13 15:02:15.190002Z,2026-02-13,,02/13/2026,,,,,,,,,,,,,,,,,,,,,SRENE - Rose Sorbet - Pre Roll - .7g - 5 Pack,2025-12-29
22892256,1A404030000232A000068395,LEVEL Protab - Lights Out - 10pk - 20mg,active,active,0,20,20,ea,1.91,1.91,38.19,38.19,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-10-31,No,No,11.471,114.71,,11.471,114.71,,0.07,0.7,,0.07,0.7,,,NVPT251025LO,,Capsule/Tablet,LEVEL - 10pk,2026-02-25 19:07:26.026853Z,2026-02-25,,,,Lights Out,,,,,,229.4,,,Protab,,,,,,,,,,LEVEL Protab - Lights Out - 10pk - 20mg,2022-09-14
22866742,1A4040300002329000042850,Bud - Space Junky,active,active,0,2256.95,2256.95,g,,,,,17334914845519714402,Cure Vault #1,Cure Vault #1,TestPassed,2026-03-02,No,No,0.37,3.7,,27.275,272.75,,0,0,,0.071,0.71,,,260129-H236.1_Space Junky Lot 1,,Marijuana Flowers/Buds,Bulk Flower,2026-02-24 22:35:43.602129Z,2026-02-24,,,,,,,,,,,,,,,,,,,,,260129-H236.1_Space Junky,,Bud - Space Junky,2026-01-29
22866704,1A4040300002329000042848,Trim - Limesicle,active,active,0,5196.37,5196.37,g,,,,,17334914845519714402,Cure Vault #1,Cure Vault #1,TestPassed,2026-03-02,No,No,0.714,7.14,,24.583,245.83,,0,0,,0.067,0.67,,,260129-H236.1_Limesicle Lot 5,,Shake/Trim,Bulk Shake/Trim,2026-02-24 22:35:17.061946Z,2026-02-24,,,,,,,,,,,,,,,,,,,,,260129-H236.1_Limesicle,,Trim - Limesicle,2026-01-29
19837207,1A404030000232A000054264,LEVEL Protab - Lights Out,active,active,0,15074,15074,ea,0.19,0.19,2878.04,2878.04,08542800532746610043,Packaging Production Freezer,Packaging Production Freezer,TestPassed,2025-10-31,No,No,11.471,114.71,,11.471,114.71,,0.07,0.7,,0.07,0.7,,NVPT251025LO,NVPT251025LO,,Capsule/Tablet,Bulk Tablets,2025-10-27 17:52:13.344760Z,2025-10-27,,,,,,,,,,,,,,,,,,,,,,,LEVEL Protab - Lights Out,2022-09-14
22892257,1A404030000232A000068396,LEVEL Protab - Lights Out - 10pk - 20mg,active,active,0,20,20,ea,1.91,1.91,38.19,38.19,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-10-31,No,No,11.471,114.71,,11.471,114.71,,0.07,0.7,,0.07,0.7,,,NVPT251025LO,,Capsule/Tablet,LEVEL - 10pk,2026-02-25 19:07:26.026853Z,2026-02-25,,,,Lights Out,,,,,,229.4,,,Protab,,,,,,,,,,LEVEL Protab - Lights Out - 10pk - 20mg,2022-09-14
22866705,1A4040300002329000042846,Smalls - Limesicle,active,active,0,756.2,756.2,g,,,,,17334914845519714402,Cure Vault #1,Cure Vault #1,TestPassed,2026-03-02,No,No,0.708,7.08,,23.836,238.36,,0,0,,0,0,,,260129-H236.1_Limesicle Lot 4,,Small/Popcorn Buds,Bulk Smalls,2026-02-24 22:35:17.061946Z,2026-02-24,,,,,,,,,,,,,,,,,,,,,260129-H236.1_Limesicle,,Smalls - Limesicle,2026-01-29
22876932,1A404030000232A000068388,SRENE - 1g AIO Cart - Melonade,active,active,0,50,50,ea,5.52,0.47,275.94,23.42,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2026-02-16,No,No,82.704,827.04,,84.054,840.54,,0,0,,0,0,,,P-7.258B,,Non-Solvent Based Concentrate (Each),1g AIO Cart,2026-02-25 14:48:29.447637Z,2026-02-25,,,Melonade,,,,,,,,,,,,,,,,,,,,SRENE - 1g AIO Cart - Melonade,2024-05-23
22876934,1A404030000232A000068390,SRENE - 1g AIO Cart - Melonade,active,active,0,50,50,ea,5.52,0.47,275.94,23.42,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2026-02-16,No,No,82.704,827.04,,84.054,840.54,,0,0,,0,0,,,P-7.258B,,Non-Solvent Based Concentrate (Each),1g AIO Cart,2026-02-25 14:48:29.447637Z,2026-02-25,,,Melonade,,,,,,,,,,,,,,,,,,,,SRENE - 1g AIO Cart - Melonade,2024-05-23
22892528,1A404030000232A000068397,LEVEL Protab - Lights Out - 10pk - 20mg,active,active,0,20,20,ea,1.91,1.91,38.19,38.19,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-10-31,No,No,11.471,114.71,,11.471,114.71,,0.07,0.7,,0.07,0.7,,,NVPT251025LO,,Capsule/Tablet,LEVEL - 10pk,2026-02-25 19:12:05.497954Z,2026-02-25,,,,Lights Out,,,,,,229.4,,,Protab,,,,,,,,,,LEVEL Protab - Lights Out - 10pk - 20mg,2022-09-14
22892529,1A404030000232A000068398,LEVEL Protab - Lights Out - 10pk - 20mg,active,active,0,20,20,ea,1.91,1.91,38.19,38.19,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-10-31,No,No,11.471,114.71,,11.471,114.71,,0.07,0.7,,0.07,0.7,,,NVPT251025LO,,Capsule/Tablet,LEVEL - 10pk,2026-02-25 19:12:05.497954Z,2026-02-25,,,,Lights Out,,,,,,229.4,,,Protab,,,,,,,,,,LEVEL Protab - Lights Out - 10pk - 20mg,2022-09-14
22892530,1A404030000232A000068399,LEVEL Protab - Lights Out - 10pk - 20mg,active,active,0,20,20,ea,1.91,1.91,38.19,38.19,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-10-31,No,No,11.471,114.71,,11.471,114.71,,0.07,0.7,,0.07,0.7,,,NVPT251025LO,,Capsule/Tablet,LEVEL - 10pk,2026-02-25 19:12:05.497954Z,2026-02-25,,,,Lights Out,,,,,,229.4,,,Protab,,,,,,,,,,LEVEL Protab - Lights Out - 10pk - 20mg,2022-09-14
22892531,1A404030000232A000068400,LEVEL Protab - Lights Out - 10pk - 20mg,active,active,0,20,20,ea,1.91,1.91,38.19,38.19,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-10-31,No,No,11.471,114.71,,11.471,114.71,,0.07,0.7,,0.07,0.7,,,NVPT251025LO,,Capsule/Tablet,LEVEL - 10pk,2026-02-25 19:12:05.497954Z,2026-02-25,,,,Lights Out,,,,,,229.4,,,Protab,,,,,,,,,,LEVEL Protab - Lights Out - 10pk - 20mg,2022-09-14
22866745,1A4040300002329000042852,Bud - Space Junky,active,active,0,2256.21,2256.21,g,,,,,17334914845519714402,Cure Vault #1,Cure Vault #1,TestPassed,2026-03-02,No,No,0.402,4.02,,30.512,305.12,,0,0,,0.078,0.78,,,260129-H236.1_Space Junky Lot 2,,Marijuana Flowers/Buds,Bulk Flower,2026-02-24 22:35:43.602129Z,2026-02-24,,,,,,,,,,,,,,,,,,,,,260129-H236.1_Space Junky,,Bud - Space Junky,2026-01-29
22866753,1A4040300002329000042864,Bud - Stripper Glitter,active,active,0,2255.98,2255.98,g,,,,,17334914845519714402,Cure Vault #1,Cure Vault #1,TestPassed,2026-03-02,No,No,0.203,2.03,,26.662,266.62,,0,0,,0,0,,,260129-H236.1_Stripper Glitter Lot 2,,Marijuana Flowers/Buds,Bulk Flower,2026-02-24 22:35:56.472760Z,2026-02-24,,,,,,,,,,,,,,,,,,,,,260129-H236.1_Stripper Glitter,,Bud - Stripper Glitter,2026-01-29
22866743,1A4040300002329000042858,Smalls - Space Junky,active,active,0,1722.04,1722.04,g,,,,,17334914845519714402,Cure Vault #1,Cure Vault #1,TestPassed,2026-03-02,No,No,0.394,3.94,,26.914,269.14,,0,0,,0.066,0.66,,,260129-H236.1_Space Junky Lot 5,,Small/Popcorn Buds,Bulk Smalls,2026-02-24 22:35:43.602129Z,2026-02-24,,,,,,,,,,,,,,,,,,,,,260129-H236.1_Space Junky,,Smalls - Space Junky,2026-01-29
22893669,1A404030000232A000068408,SRENE - 1g AIO Cart - Guava Diesel,active,active,0,50,50,ea,3.12,0.25,156.08,12.57,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2026-02-18,No,No,91.3763,913.763,,91.3763,913.763,,0,0,,0,0,,,P-7.259,,Non-Solvent Based Concentrate (Each),1g AIO Cart,2026-02-25 19:33:34.556082Z,2026-02-25,,,Guava Diesel,,,,,,,,,,,,,,,,,,,,SRENE - 1g AIO Cart - Guava Diesel,2024-05-23
22893670,1A404030000232A000068409,SRENE - 1g AIO Cart - Guava Diesel,active,active,0,50,50,ea,3.12,0.25,156.08,12.57,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2026-02-18,No,No,91.3763,913.763,,91.3763,913.763,,0,0,,0,0,,,P-7.259,,Non-Solvent Based Concentrate (Each),1g AIO Cart,2026-02-25 19:33:34.556082Z,2026-02-25,,,Guava Diesel,,,,,,,,,,,,,,,,,,,,SRENE - 1g AIO Cart - Guava Diesel,2024-05-23
22893671,1A404030000232A000068410,SRENE - 1g AIO Cart - Guava Diesel,active,active,0,50,50,ea,3.12,0.25,156.08,12.57,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2026-02-18,No,No,91.3763,913.763,,91.3763,913.763,,0,0,,0,0,,,P-7.259,,Non-Solvent Based Concentrate (Each),1g AIO Cart,2026-02-25 19:33:34.556082Z,2026-02-25,,,Guava Diesel,,,,,,,,,,,,,,,,,,,,SRENE - 1g AIO Cart - Guava Diesel,2024-05-23
22370264,1A404030000232A000067846,LEVEL Protab - Indica - 10pk - 25mg,active,active,0,20,20,ea,0.00,0.00,0.00,0.00,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-10-31,No,No,14.047,140.47,,14.047,140.47,,0,0,,0,0,,,NV25PT251025d9I-1,,Capsule/Tablet,LEVEL - 10pk,2026-02-05 19:16:58.335717Z,2026-02-05,,,,Indica,,,,,,280.9,,,Protab,,,,,,,,,,LEVEL Protab - Indica - 10pk - 25mg,2022-09-14
22533700,1A404030000232A000068173,LEVEL Protab - Sativa - 2pk - 50mg,active,active,0,20,20,ea,0.50,0.00,10.06,0.00,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-04-22,No,No,23.333,233.33,,23.333,233.33,,0.05,0.5,,0.05,0.5,,,NV50PT250416d9S,,Capsule/Tablet,LEVEL - 2pk,2026-02-11 22:26:22.180790Z,2026-02-11,,,,Sativa,,,,112mg,,,,,Protab,,,,,,,,,,LEVEL Protab - Sativa - 2pk - 50mg,
22533702,1A404030000232A000068175,LEVEL Protab - Sativa - 2pk - 50mg,active,active,0,20,20,ea,0.50,0.00,10.06,0.00,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-04-22,No,No,23.333,233.33,,23.333,233.33,,0.05,0.5,,0.05,0.5,,,NV50PT250416d9S,,Capsule/Tablet,LEVEL - 2pk,2026-02-11 22:26:22.180790Z,2026-02-11,,,,Sativa,,,,112mg,,,,,Protab,,,,,,,,,,LEVEL Protab - Sativa - 2pk - 50mg,
22533707,1A404030000232A000068180,LEVEL Protab - Sativa - 2pk - 50mg,active,active,0,20,20,ea,0.50,0.00,10.06,0.00,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-04-22,No,No,23.333,233.33,,23.333,233.33,,0.05,0.5,,0.05,0.5,,,NV50PT250416d9S,,Capsule/Tablet,LEVEL - 2pk,2026-02-11 22:26:22.180790Z,2026-02-11,,,,Sativa,,,,112mg,,,,,Protab,,,,,,,,,,LEVEL Protab - Sativa - 2pk - 50mg,
22533640,1A4040300002329000047792,SRENE - 3.5 grams - Jar - DayStripper,active,active,0,87.5,87.5,g,0.09,0.12,8.21,10.21,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-02-10,No,No,0.615,6.15,,28.195,281.95,,0,0,,0.055,0.55,,,260108-H234.5_DayStripper Lot 1,,Marijuana Flowers/Buds-Packaged,3.5g Jar,2026-02-11 22:25:25.423030Z,2026-02-11,,02/11/2026,,,,,,,,,,,,,,,,,,,,,SRENE - 3.5 grams - Jar - DayStripper,2026-01-08
22866754,1A4040300002329000042868,Trim - Stripper Glitter,active,active,0,5078.67,5078.67,g,,,,,17334914845519714402,Cure Vault #1,Cure Vault #1,TestFailed,2026-03-02,No,No,0.227,2.27,,23.448,234.48,,0,0,,0,0,,,260129-H236.1_Stripper Glitter Lot 4,,Shake/Trim,Bulk Shake/Trim,2026-02-24 22:35:56.472760Z,2026-02-24,,,,,,,,,,,,,,,,,,,,,260129-H236.1_Stripper Glitter,,Trim - Stripper Glitter,2026-01-29
22866755,1A4040300002329000042866,Bud - Stripper Glitter,active,active,0,1931.52,1931.52,g,,,,,17334914845519714402,Cure Vault #1,Cure Vault #1,TestPassed,2026-03-02,No,No,0.198,1.98,,27.014,270.14,,0,0,,0,0,,,260129-H236.1_Stripper Glitter Lot 3,,Marijuana Flowers/Buds,Bulk Flower,2026-02-24 22:35:56.472760Z,2026-02-24,,,,,,,,,,,,,,,,,,,,,260129-H236.1_Stripper Glitter,,Bud - Stripper Glitter,2026-01-29
22712223,1A4040300002329000048036,SRENE - 3.5 grams - Jar - Zero Gravity,active,active,0,87.5,87.5,g,0.09,0.11,8.01,9.81,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-02-16,No,No,0.093,0.93,,32.792,327.92,,0,0,,0.062,0.62,,,260120-H235.6_Zero Gravity Lot 1,,Marijuana Flowers/Buds-Packaged,3.5g Jar,2026-02-18 22:57:31.274689Z,2026-02-18,,02/18/2026,,,,,,,,,,,,,,,,,,,,,SRENE - 3.5 grams - Jar - Zero Gravity,2026-01-20
22712226,1A4040300002329000048039,SRENE - 3.5 grams - Jar - Zero Gravity,active,active,0,87.5,87.5,g,0.09,0.11,8.01,9.81,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-02-16,No,No,0.093,0.93,,32.792,327.92,,0,0,,0.062,0.62,,,260120-H235.6_Zero Gravity Lot 1,,Marijuana Flowers/Buds-Packaged,3.5g Jar,2026-02-18 22:57:31.274689Z,2026-02-18,,02/18/2026,,,,,,,,,,,,,,,,,,,,,SRENE - 3.5 grams - Jar - Zero Gravity,2026-01-20
22893764,1A4040300002329000046114,SRENE - 1g - Pre-roll - BioFuel,active,active,0,1891,1891,ea,0.16,0.16,302.56,302.56,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-02-09,No,No,0.304,3.04,,19.6629,196.629,,0,0,,0.0553,0.553,,,251229-H233.4_BioFuel Lot 4,,Pre-rolled cigs/joints,1g Pre-Roll,2026-02-25 19:34:24.953745Z,2026-02-25,,02/25/2026,,,,,,,,,,,,,,,,,,,,,SRENE - 1g - Pre-roll - BioFuel,2025-12-29
21302850,1A404030000232A000061913,SRENE - 1g Cart - Jet Fuel Acai,active,active,0,3,3,ea,1.67,0.23,5.00,0.70,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-12-08,No,No,83.44,834.4,,83.44,834.4,,,,,,,,,P-5.235,,Non-Solvent Based Concentrate (Each),1g Cart,2025-12-24 17:40:54.476460Z,2025-12-24,,,Jet Fuel Acai,Indica,,,,,,,,,,,,,,,,,,,SRENE - 1g Cart - Jet Fuel Acai,2025-07-07
22374847,1A404030000232A000067917,SRENE - 1g Cart - Tropical Breath,active,active,0,50,50,ea,1.06,2.24,52.78,112.16,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2026-01-21,No,No,92.611,926.11,,92.611,926.11,,0,0,,0,0,,,P-7.253,,Non-Solvent Based Concentrate (Each),1g Cart,2026-02-05 20:30:58.136867Z,2026-02-05,,,Tropical Breath,Hybrid,,,,,,,,,,,,,,,,,,,SRENE - 1g Cart - Tropical Breath,2025-05-12
21147881,1A404030000232A000062600,SRENE - 1g AIO Cart - BubbleGum Gary,active,active,0,50,50,ea,2.57,0.20,128.50,10.03,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-12-01,No,No,81.715,817.15,,81.715,817.15,,0,0,,0,0,,,P-7.229,,Non-Solvent Based Concentrate (Each),1g AIO Cart,2025-12-19 18:35:17.714767Z,2025-12-19,,,BubbleGum Gary,Sativa,,,,,,,,,,,,,,,,,,,SRENE - 1g AIO Cart - BubbleGum Gary,2025-02-03
22374856,1A404030000232A000067926,SRENE - 1g Cart - Tropical Breath,active,active,0,50,50,ea,1.06,2.24,52.78,112.16,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2026-01-21,No,No,92.611,926.11,,92.611,926.11,,0,0,,0,0,,,P-7.253,,Non-Solvent Based Concentrate (Each),1g Cart,2026-02-05 20:30:58.136867Z,2026-02-05,,,Tropical Breath,Hybrid,,,,,,,,,,,,,,,,,,,SRENE - 1g Cart - Tropical Breath,2025-05-12
22374989,1A404030000232A000067933,SRENE - 1g Cart - Strange Haze #8,active,active,0,50,50,ea,1.06,2.24,52.78,112.16,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2026-01-21,No,No,90.3756,903.756,,90.3756,903.756,,0,0,,0,0,,,P-7.254,,Non-Solvent Based Concentrate (Each),1g Cart,2026-02-05 20:31:48.349966Z,2026-02-05,,,Strange Haze #8,Sativa,,,,,,,,,,,,,,,,,,,SRENE - 1g Cart - Strange Haze #8,2025-05-12
22876936,1A404030000232A000068392,SRENE - 1g AIO Cart - Melonade,active,active,0,50,50,ea,5.52,0.47,275.94,23.42,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2026-02-16,No,No,82.704,827.04,,84.054,840.54,,0,0,,0,0,,,P-7.258B,,Non-Solvent Based Concentrate (Each),1g AIO Cart,2026-02-25 14:48:29.447637Z,2026-02-25,,,Melonade,,,,,,,,,,,,,,,,,,,,SRENE - 1g AIO Cart - Melonade,2024-05-23
22518844,1A404030000232A000068109,10mg SRENE Gummy - Hibiscus Elderberry - 10pk,active,active,0,25,25,ea,1.59,1.02,39.67,25.44,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-11-17,No,No,0.293,2.93,,0.293,2.93,,0.301,3.01,,0.301,3.01,,,P-HEB2,,Infused Edible,10pk Gummy,2026-02-11 18:29:52.113389Z,2026-02-11,,,,,,,9.96,,,99.6,,,,Hibiscus Elderberry 1:1,,,,,,2026-05-13,,,10mg SRENE Gummy - Hibiscus Elderberry - 10pk,2024-09-11
22518851,1A404030000232A000068116,10mg SRENE Gummy - Hibiscus Elderberry - 10pk,active,active,0,25,25,ea,1.59,1.02,39.67,25.44,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-11-17,No,No,0.293,2.93,,0.293,2.93,,0.301,3.01,,0.301,3.01,,,P-HEB2,,Infused Edible,10pk Gummy,2026-02-11 18:29:52.113389Z,2026-02-11,,,,,,,9.96,,,99.6,,,,Hibiscus Elderberry 1:1,,,,,,2026-05-13,,,10mg SRENE Gummy - Hibiscus Elderberry - 10pk,2024-09-11
22533708,1A404030000232A000068181,LEVEL Protab - Sativa - 2pk - 50mg,active,active,0,20,20,ea,0.50,0.00,10.06,0.00,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-04-22,No,No,23.333,233.33,,23.333,233.33,,0.05,0.5,,0.05,0.5,,,NV50PT250416d9S,,Capsule/Tablet,LEVEL - 2pk,2026-02-11 22:26:22.180790Z,2026-02-11,,,,Sativa,,,,112mg,,,,,Protab,,,,,,,,,,LEVEL Protab - Sativa - 2pk - 50mg,
